"Y","A","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
0,1,0,0,1.14,0,0,0,4.59,0,0,3.44,0,1.14,0,0,0
0,1,1.23,0,0,0,0,0,1.23,0,0,1.23,0,0,0,0,0
0,1,0.75,0,2.06,0,0,0,0,0.37,0,2.44,0,0.93,0,0,0.18
0,0,0,0,0,0,0,0,0,0,0,1.55,0,0.77,0,0,0.77
1,1,0,0,1.35,0,0,0,0,0,0,1.35,0,0,0,0,0
0,1,0,0,4.28,0,0,0,0,0,0,1.42,0,0,0,0,0
0,0,0,0.54,1.63,0,0.27,0,0,0.27,0.54,2.18,0,0.54,0,0,0
0,0,0,0,0,0,0,0,0,0,0,18.75,0,0,0,0,0
0,1,0,0.07,0.46,0.46,0,0,0,0.07,0,0.76,0,0.38,0,0,0
0,0,0.95,0,0.95,0,0,0,0,0,0,5.71,3.8,2.85,0,0,0
1,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.29,0.29,0.69,0.29,0,1.58,0.09,0,1.08,1.38,0.19,0.69,0,0.59,0.19
1,1,0.87,0,0,0,0,0,0,0,0,0,0,0.87,0,0,0
0,1,0,0,0.56,0.56,0,0,0.56,3.38,0,3.95,0,1.69,0,0,0
0,0,0.1,0.3,0.7,0.3,0,1.61,0.1,0,1.11,1.31,0.2,0.7,0,0.6,0.1
0,0,0,0,0,0,0,0,0,0,0,2.29,0,0,0,0,0
0,1,0.36,0,0.51,0.44,0.07,0,0,0.29,0.07,0.07,0,0.07,0,0,0
0,0,0.27,0,0.54,0,0.54,0,0,0.54,0,1.63,0,0,0,0,0
0,1,0,0,0.71,0,0,0,0,0,0,2.15,0,0.71,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.29,0.14,0.58,0,0,0,0.14,0,0.14,2.35,0.14,0.88,0,0,0.44
0,1,1.63,0.34,0.51,0.94,0,0.17,0.08,0,0,3,0,0.94,0,0.34,0.34
1,1,0,0,0,0,0,0,0,0,0.8,1.6,0,0,0,0,0
0,1,0,0,0.65,0,0,0.65,0,0,0,3.28,0,0.65,0,0,0.65
1,0,0,0,1.01,0,0,0,1.01,0,0,2.02,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0.96,0,0,0,0,0,0,0
1,0,0.27,0,0.97,0.27,0,0.13,0,0,0,3.91,0.13,2.65,0,0.13,0.55
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.23,0.34,1.27,0.34,0,0,0.58,0.05,0.17,3.01,2.61,1.5,0,0.17,0.34
1,1,1.5,0,0.4,0,0,0.27,0.27,0,0.4,1.09,0,2.32,10.38,0.13,0
0,0,0.06,0.06,0.55,0.3,0.06,0,0,0.73,0,4.4,0.24,1.1,0,0.85,0.06
1,0,0,0,3.75,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.57,0,1.43,0,0,0,0,0,0,0,0,0.28,0,0,0
0,1,0,0,0.55,0.55,0,0,0.55,2.79,0,3.91,0,1.67,0,0,0
0,0,0.68,0,2.06,0,0,0,0,0,0,0.68,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0
1,1,0,0,3.66,0.09,0,0,0,0.82,0,0.82,0,0.45,0,0,0
0,1,0,0,0.29,0,0,0.29,0,0,0.29,0.89,0,0.29,0,0,0
0,1,0,0,0.37,0,0,0,0.37,0,0,0.37,0,0.37,0,0,0
1,1,1.49,0.74,0.74,0,0,0,0.74,3.73,0,4.47,0,0.74,0,0.74,0
1,1,0,0,0,0,0,0,0,0,0,1.31,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,5.55,0,0,0,0,0
0,1,0.1,0.3,0.7,0.3,0,1.61,0.1,0,1.11,1.31,0.2,0.7,0,0.6,0.1
0,1,0,0,1.88,0,0,0,0,0,0,1.88,0,1.88,0,0,0
0,0,0,0,0,0,0,0,0,0,0,6.66,0,0,0,0,6.66
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,1.3,0,0,0,0,0,0,0.97,0,0.32,0,0,0
0,1,0,0,0,0,0,0,0,0,0,4.83,0,0,0,0,0
0,1,0,0,0.15,0,0,0,0,0,0.15,1.38,0,0.61,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1.43,0,0,0,0,0,0,0,0,2.15,0,0.71,0,0,0
0,0,0,0,0,0,0,0,0,2,3,2,0,4,0,1,1
1,1,0,0,0.36,0,0,0,0.36,1.84,0.73,2.58,0,1.1,0,0.36,1.1
0,1,0,0,0.46,0,0,0,0.46,0.46,0.23,3,0,0.69,0,0,0
0,1,0,0,0,0,3.44,0,0,0,0,0,0,6.89,0,0,0
0,0,0,0,0.97,0,0,0,0,0.97,0,2.42,0,2.42,0,0.48,0
0,0,1.32,0.72,2.52,0.6,0,0,0.6,0.24,0,4.44,0,1.8,0,0.72,0.96
1,1,1.25,0,1.25,0,0,0,0,0,0,6.25,0,0,0,0,0
1,1,0,0,0,1.08,0,0,0,0,0,2.17,0,0,0,0,0
0,1,0,0,0,0,0,0,0.78,0.78,0,1.56,0,2.34,0,0.78,0
0,1,1.17,0,0,0,0,0,0,0,0,2.35,0,0,0,0,0
0,1,0,0,0.65,0,0,0,0,0,0,4.67,0,0.65,0,0,0.32
1,1,0,0,0.61,0,0,0,0,0,0,0.3,0,0,0,0,0
0,1,0.74,0.37,0.74,0,0,0.37,3.34,0,0,0.74,0,1.48,0,0,0.37
0,1,0,0,0.65,0,0,0,0,0,0,4.67,0,0.65,0,0,0.32
0,1,1.18,0,1.18,0,0,0,0,2.95,0,4.14,2.36,2.36,0,0,0
0,1,0,0,1.61,0,0,0,0,0,0,0.53,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,1.44,0,0,0,0,0
0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0.52,1.05,0,0,0,1.05,1.05,1.05,4.21,0,1.57,0,0.52,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0.45,0,0,0,0.45,0,0.91,1.36,0,1.36,0,0,0
0,1,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,2.32,0,0,0,0,0
0,0,0,0,0,0,0,0,0.97,0,0,0,0,1.94,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.88,0,0,0,0,0,0.88,0,0,0.88,0.44,1.32,0,0,0
0,0,0.65,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,1.47,0,0,0,0,0
0,1,0.49,0,0.24,0,0,0,0,0,0,0.99,0,0.49,0,0,0
0,1,0.35,0,0,0,0,0,0,0,0,2.1,0,0.7,0,0,0
0,0,0,0,0.96,0,0,0,0.12,0.12,0.12,0.12,0,0.12,0,0,0
1,1,0,0,0.71,0,0,0,0.35,0,1.42,1.77,0,1.06,0,0,0
0,1,0,0,0,0,0,0,0,0,0,8.1,0,0,0,0,0
0,1,0,0,0,0,0,0,0.4,0,0.81,1.22,0,0.81,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.5,0,0.63,0,0,0,0,0,0,0.38,0,0,0,0,0
0,1,0,0,0.64,0,0,0,0.64,0.64,0,1.29,0,3.22,0,0.64,0
0,1,0.12,0.12,0.38,0.12,0,1.15,0,0.12,2.04,2.81,0.12,1.27,0,0,0.12
1,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.99,0,0,0,0,0,0,5.94,0,0,0,0,0
0,0,0,0,0.62,0,0,0,0,0,0,0.31,0,0,0,0,0
1,1,0,0,2.17,0,0,0,2.17,0,2.17,6.52,0,2.17,0,0,0
0,0,0.8,0,0,0,0,0,0.8,0.8,0.8,1.6,0,1.6,0,0,0
0,1,0,0,0,0,0,0,1.28,0,0,3.84,0,3.84,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.05,0.05,0.51,0.28,0.05,0,0,0.69,0.05,4.14,0.23,1.09,0.17,0.74,0.05
0,1,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,1.57,0.78,0,1.57,0,2.36,0,0.78,0
1,1,0,0,0,0,0,0,0,1.48,0,1.48,0,0.74,0,0,0
1,1,0.22,0,0.33,0.33,0,0,0,0.22,0,0,0,0,0,0.55,0
0,0,0.9,0.9,0,0.9,0,0,0,0,0,2.72,0,0.9,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.98,0.98,0.98,0,0,0,0.98,0,0.98,2.94,0,1.96,0,0,0
1,1,0,0,1.73,0,0,0,0,1.15,0,0.57,0,0,0,0,0
0,0,0,0,0.31,0,0,0,0,0,0,0.41,0,0.2,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0
0,1,0.27,0,0.27,0,0,0,1.08,0,0.27,1.08,0,0.27,0,0.27,0.54
0,1,0,0,0,0.47,0,0,0,0,0,1.43,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.75,0.26,0.96,0.57,1.22,0,0.1,0.44,0,3.21,0,1.48,0,1.01,0.33
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0
0,1,1.17,0,1.17,0,0,0,0,0,3.52,2.35,0,3.52,0,0,0
0,0,0,0,0,0,0,0,0,0,2.22,4.44,0,0,0,0,0
0,1,0,0,0.28,0.57,0.28,0,0,0,0,1.15,0,0.57,0,0,0
0,0,0,0,0,0.16,0,0,0,0,0,2.26,0,0.48,0,0,0.16
1,1,0,0,0,0,0,0,0,0,0.34,4.8,0,1.88,0,0,0
0,1,0.39,0,1.58,0.19,0,0,0,0.09,0,3.75,0,1.08,0,0,0.19
0,0,0.8,0.4,0.8,0.4,0,0,1.61,0,0,1.61,0,1.21,0.8,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3.57,0,0,0,1.42,0,0,0
0,1,0,0,1.62,0,0.32,0,0,0,0.32,0,0,0,0,0,0
0,1,0.27,0,0.54,0,0,0,1.35,0,0,1.08,0,2.44,10.86,0,0.54
1,1,0,0,2.89,0,0,0,1.44,0,0,5.79,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,2.94,0,0,0,0,0
0,1,4.81,0.4,0,0,0,4.41,0,0,0,1.2,0,1.2,0,4.01,0.4
0,1,1.35,0,0.45,2.71,0,0,0,0,0.9,2.26,0,1.8,0,0.45,0
0,1,0,0.29,0,0,0,0,0.87,0,1.46,0.58,0,0,0,0,0
0,1,2.56,0,0,0,0,1.28,0,0,0,0,0,0,0,0,0
0,0,0,0,1.44,0,0,0,0,0.48,0,0,0,0,0,0,0
0,1,0,0,0,1.01,0,0,0,0,0,2.02,0,0,0,0,0
0,0,0.57,0,1.15,0.57,0,0,0,0,0.57,4.62,0,1.15,0,0,0.57
0,1,0.43,0.14,0,0.14,0,0.14,0.14,0,0.72,0.43,0.14,0.58,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,2.81,0,0,0,0,0,1.56,0.93,0,0.31,0,0,0
0,1,0,0,0,0,0,0,0,0,2.04,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0.46,0.46,0,0,0,0,0,1.38,0,0.46,0,0,0
0,0,0.09,0.29,0.59,0.69,0,0,0.09,0,0.59,4.09,0,0.89,0,0.39,0.49
0,1,1.02,0,0,0,0,0,0,0,0,0.34,1.02,0.68,0,0,0
0,1,0.43,0.14,0,0.14,0,0.14,0.14,0,0.72,0.43,0.14,0.58,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.17,1.78,0.17,0.17,0,0,0.53,0,0,0,0,0,0,0
1,1,0,0,5.55,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.21,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,6.66,0,0,0,0,6.66
0,1,0,0,0,0,0,0,0,0,0,1.51,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0.12,0.74,0,0,0,0,0.24,0.12,0,0.24,0,0,0,0
0,1,0,0,1.83,0,0,0,0,0,0.91,1.83,0,0,0,0,0
0,1,1.18,0,0.59,0,0,0,0,0,0,1.77,0,0,0,0,0
0,0,0,0,0.5,0.16,0,0,0,0,0,2.34,0,0.67,0,0,0
1,1,0,0,0,0,0,0,0,0,1.36,6.84,0,1.36,0,0,0
0,0,1.22,0,0.4,0,0,0,0,0,0,0.4,0,0.4,0,0,0
1,1,0.27,0,0.27,0,0,0,1.08,0,0.27,1.08,0,0.27,0,0.27,0.54
1,1,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0.65,1.3,0.65,0,0,1.3,1.3,0,2.61,0,3.26,0,0,0
0,0,0,0,1.13,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0.41,0.27,0,0,0,0,0,1.25,0,0.27,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42
0,1,0,0,0,0,0,0,0,0,0,0,0,0.64,8.33,0,0
1,1,0.23,0.34,1.27,0.34,0,0,0.58,0.05,0.17,3.01,2.61,1.5,0,0.17,0.34
0,0,0,0,0,0,0,0,0,0,0,0.66,0,0.33,0,0,0
0,0,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0.48,0,0,0,0,0,0.96,0.96,0,0.72,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.5,0.16,0,0,0,0,0,2.34,0,0.67,0,0,0
0,0,0,0,0.32,0.32,0,0,0.32,0.32,0,2.28,0,3.26,0,0,0.32
0,1,1.67,0,1.39,0.83,0,0.83,0.27,0,1.94,2.5,0,2.22,0,0.55,0.55
0,1,0,0.09,1.49,0.27,0.09,0,0,0.37,0,0,0.09,0,0,0,0
1,0,0,0,1.25,0,0,0,0,0,0,0.62,0,0.62,0,0,0
0,0,2.4,0,0,0,0,0.4,0.8,0,0,2,0.4,2,0,0,0
0,1,0,0,1.28,0,0,0,0,0,0,1.28,0,0,0,0,0
0,1,2.09,0.29,0.09,0.29,0,0.39,0.09,0.79,0.39,3.19,0.09,1.69,0,1.39,0.99
0,1,0.82,0,0.82,0,0,0,0.82,0.27,0,2.75,0,1.1,0,0.82,0.27
0,1,0,0,0,0,0,0,0.65,0,0,5.88,0,0.65,0,0,0
0,1,0,0,2.7,0,0,0,0,0,0,4.5,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,2.43,0,0,0,0,0
0,1,0,0,0.8,1.61,0,0,0,0,0,4.03,0,0,0,0,0
0,0,0,0,1.88,0,0,0,0,0,0,0.62,0,0,0,0,0
1,1,0,0,0.41,0,0,0,0.41,0,0.83,2.08,0,1.25,0,0,0
0,1,0,0,0,0,0,0,0,0,0,1.23,0,1.23,0,0,0
0,0,0,0,0,0,0,0,0.77,0,0,0,0,0,0,0,0
1,0,0.78,0.78,0.78,0,0,0.39,3.54,0,0,1.18,0,1.18,0,0,0
0,0,0.41,0,0,0,0,0,0,0,0,1.45,0,0.2,0,0,0
0,1,1.47,0,0,0,0,0,0,0,1.47,4.41,0,0,0,0,1.47
1,1,0,0,0,0,0,0,1.16,0,0,0.77,0,0,7.36,0,0
1,1,0,0,0,0,0,0,2.94,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,2.46,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,2.29,0,0,0,0,0
1,1,0.93,0,0.62,0.31,0,1.14,0,0.2,1.56,1.87,0.41,0.83,0,0.62,0.72
1,1,0,0.13,0.13,0,0,0,0.13,0,0,3.85,0,1.86,0,0,0
1,1,0,0,0.82,0,0,0,0,0.82,0,0,0,0,0,0,0
1,1,0,0.12,0.38,0,0,0,0,0.12,0,1.78,0,0.51,0,0,0
0,1,0,0,0.33,0,0,0,0,0,0.33,0,0,0,0,0,0
0,1,0,0,0.92,0,0.15,0,0,0.46,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,1.42,0,0.94,0,0,0
0,1,0,0,0,0,0,0,0,0,0,2.41,0,1.03,0,0,0
0,1,0,0,0,0,0,0,0.9,0,1.81,3.63,0,2.72,0,0,0
0,1,0,0,0.28,0,0,0,0,0,0,2.87,0,0.86,0,0,0
1,1,0,0,0,0,0,0,0,0,0,2.85,0,0,0,0,0
0,1,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0.47,0,0,0,0,0,0,0.95,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0.18,0.92,0,0.18,0,0.37,0.37,3.15,0,0.92,0,0,0
0,0,0,0,1.17,0,0,0,1.17,0,0,2.35,0,0,0,2.35,0
0,1,0,0,0,0,0,0,0,0,0,4.34,0,0,0,0,0
0,1,0.23,0.23,0.23,0,0,0,0.23,0,0,2.87,0,1.91,0,0.23,0.23
1,1,0.2,0.4,0.5,0,0.6,0,0.91,0.2,0,1.72,4.26,1.72,0,0.4,0.2
0,1,0.44,0.22,0.88,0,0,0,0.22,0,0,1.32,0,1.1,0.22,0.22,0.22
0,1,0,0,0.29,0,1.19,0,0,0.29,0,0.29,0,0.29,0,0,0
0,1,0,0,0,0,0,0,1.63,0,0,3.27,0,3.27,0,0,0
0,1,0,0,0,0,0,0,1.08,0,0,1.08,0,2.17,0,0,0
0,1,0,0.2,1.21,0,0,0,0,0,0.2,1.21,0,0,0,0.6,0.4
0,1,0,0,0.68,0,0,0,0.68,0,0,5.47,0,0,0,0,0
1,1,0,0,1.1,0.55,0,0,0,0,0,0.13,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1.8,0,0.45,0,0,0,0,0,0,1.8,0,0.45,0,0,0
0,0,1.35,0.73,2.58,0.61,0,0,0.61,0.12,0,4.55,0,1.72,0,0.49,0.98
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.08,0.17,0.59,0.17,0,2.21,0.25,0.08,0.93,1.61,0.17,0.42,0,0.85,0.08
1,1,0,0,1.56,0,0,0,0.52,0,0,0.52,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0
0,1,0.91,0,0,0,0,0,2.75,0,0,1.83,0,0.91,0,0,0
1,1,0,0,0.32,0.32,0,0,0.32,0.32,0,2.27,0,3.24,0,0,0.32
0,1,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,0,0,0.57,0,0,3.17,0,0.28,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0.93,0,0,0.93,0,0,0,0,0
0,0,0,0,5.26,0,0,0,0,0,0,5.26,0,0,0,0,0
0,1,0,0,0,0,1.78,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,2.94,2.94,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1.31,0,0,0,0,0,0,1.31,0,5.26,0,0,1.31
0,0,0.08,0.17,0.17,0.08,0,0,0.08,0.26,0,1.75,0,1.14,0,0,0
0,0,0.75,0,0.37,0,0,0,0.37,0.75,0,2.65,0,1.13,0,0.37,0
1,1,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.72,0,0,0,0,2.91,0,0.72,1.45,0,0,0,0.72,0
1,1,0,0,2.8,0.93,0,0,0,0,0,8.41,0,1.86,0,0,0.93
0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0
1,1,0,0,0.59,0.59,0,0.59,5.91,2.95,0.59,1.77,0,1.18,0,0,0.59
0,1,0,0,0,0,0,0,0,0,0,0.58,0,0,0,0,0
0,1,0.93,0,0.46,0,0.23,0.23,0,0.11,0,3.72,0.46,1.74,0,0,0.81
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,2.17,0,0,0,2.17,0,2.17,6.52,0,2.17,0,0,0
0,1,0,0,0,0,0,0,0,0,0.51,0.51,0,0.51,0,0.51,0
0,1,0,0,0,0,0,0,0,0,0,2.31,0,2.89,0,0,0
1,1,0,0,0,0,0,0,1.28,0,0,3.84,0,3.84,0,0,0
0,1,0.06,0.06,0.55,0.3,0.06,0,0,0.73,0,4.4,0.24,1.1,0,0.85,0.06
0,1,0,0,1.43,0,0,0,0,0,0,0.71,0,0.71,0,0,0
1,1,0,0,0.45,0.26,0,0,0,0.13,0,1.24,0,0.39,0,0.06,0
1,1,0,0,0,0,0,0,1.63,1.63,0,0,0,1.63,0,0,0
0,1,0,0,1.54,0,0,0,0,2.06,0,0.51,0,0,0,0,0
0,1,0,0,0.31,0,0,0,0.06,0,0.06,0.25,0,0.18,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0.97,0,0.97,0,0,0
0,0,1.08,0.36,0.72,0,0.36,0,0.36,0.36,0.36,1.08,0,2.53,0,0,0
1,1,0.17,0,0.1,0.03,0,0,0.03,0,0,0.45,0,0.2,0,0.03,0
