"Y","A","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185"
-14.4450019901918,1,0,1,4,18,5,-1,3,0.06,0,22,3,10,20,35,10,5,20,0,8,3,7,8,4,-1,3,2,2,18,52,7,1,1,0,2,5,8,173,107,2,327,2,1,7,6,8,8,8,5,1,7,7,4,8,8,8,7,7,7,6,4,10,10,30,20,10,20,-1,-1,-1,-1,-1,-1,50,10,10,10,10,10,6,6,6,8,4,-1,-1,-1,-1,-1,4,8,8,6,6,-1,5,5,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,2,-1,-1,-1,-1,-1,-1,30,0,40,30,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,8,8,3,-1,-1,-1,-1,-1,2,2,1,-1,1,20,5,30,20,5,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,6,8,6,3,-1,-1,-1,-1,-1
14.6365140414472,0,0,1,15,19,18,18,16,0.17,0,26,2,10,10,30,30,5,15,0,5,6,7,5,6,6,5,6,2,14,201,10,34,63,26908,4,1,11,95,1,3,10,2,6,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6,6,-1,10,20,20,10,10,30,20,20,20,20,10,10,10,20,20,10,10,30,8,8,8,8,8,8,8,8,8,8,6,8,8,8,8,-1,8,8,2,10,10,20,20,10,10,30,8,8,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
25.0709338446179,1,0,1,21,22,3,3,21,0.12,1,23,4,15,25,20,10,10,20,0,6,6,6,6,6,6,6,5,2,6,95,6,39,63,26908,4,4,2,94,1,1,112,5,7,4,6,10,8,8,8,6,5,5,5,8,8,8,8,4,4,5,-1,10,25,25,10,10,20,20,20,20,10,10,20,25,25,10,10,5,25,6,10,9,7,5,6,10,7,9,8,4,6,5,5,5,-1,6,5,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,3,3,10,25,15,20,10,20,10,25,25,15,15,20,20,15,20,10,15,20,25,10,10,20,15,20,5,10,6,7,6,5,8,7,8,7,0,0,0,-1,-1,10,25,20,10,15,20,10,30,10,20,5,25,25,15,20,10,10,20,25,15,20,10,10,20,6,10,7,8,7,6,9,7,8,8
-13.8936513054874,1,1,1,2,19,18,-1,14,0.2,0,27,4,50,0,50,0,0,0,0,8,8,7,9,7,5,7,3,2,7,153,2,1,1,0,1,1,2,46,114,2,185,1,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1,7,5,20,25,25,10,10,10,-1,-1,-1,-1,-1,-1,20,20,20,10,20,10,6,10,10,9,10,-1,-1,-1,-1,-1,6,8,10,8,7,7,8,7,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,1,3,-1,-1,-1,-1,-1,-1,20,20,20,20,10,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,10,9,9,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-27.4834714645438,0,1,0,8,10,6,7,10,0.42,0,22,1,16.07,17.86,17.86,17.86,17.86,12.5,0,7,7,8,9,8,8,6,6,2,9,249,3,1,1,0,4,3,5,197,1,4,230,6,8,7,8,8,8,9,6,7,8,9,9,9,9,8,9,9,9,6,-1,169.8,150.9,169.8,169.8,188.7,150.9,80,100,100,100,100,80,163.6,181.8,145.5,181.8,181.8,145.5,100,100,70,80,80,-10,-10,-10,-10,-10,6,8,9,9,9,5,9,9,1,8,192.3,173.1,134.6,192.3,115.4,192.3,80,80,70,100,50,6,3,2,-10,-10,-10,-10,-10,-10,140,160,180,180,180,160,100,80,80,100,70,80,175.4,175.4,157.9,175.4,175.4,140.4,90,80,80,70,70,-10,-10,-10,-10,-10,0,0,0,-1,-1,166.7,166.7,166.7,166.7,166.7,166.7,-10,-10,-10,-10,-10,-10,60,60,60,60,60,60,70,70,70,70,70,-10,60,60,60,60,60,-10,-10,-10,-10,-10
22.9324232267908,1,1,1,15,18,13,7,7,-0.01,0,25,2,20,15,25,15,15,10,1,9,8,8,8,8,8,8,8,2,8,132,14,66,1,26170,3,1,2,169,1,1,89,9,7,7,9,8,9,8,3,5,1,6,2,4,8,6,10,2,1,6,-1,20,10,20,20,10,20,20,25,15,15,10,15,30,15,15,20,10,15,8,7,10,8,9,8,9,8,10,7,9,8,8,10,9,-1,8,8,2,3,20,15,20,20,10,15,8,7,8,10,9,5,3,2,-1,-1,-1,-1,-1,-1,20,20,20,20,10,10,40,10,10,20,10,10,20,20,15,15,15,15,7,7,7,8,8,7,7,7,10,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
15.6687450717493,1,1,1,17,11,6,8,9,0.78,0,23,2,28,8,17,22,17,8,1,10,10,10,10,10,10,10,10,1,7,152,2,119,65,27230,6,7,2,156,188,1,50,1,8,2,6,8,7,5,5,3,1,9,7,6,9,2,6,4,1,5,-1,55,2,1,40,1,1,55,2,1,40,1,1,25,1,13,44,11,6,7,10,10,10,8,7,9,9,10,8,10,10,10,10,10,10,10,10,1,3,50,6,9,35,0,0,7,10,10,10,8,8,1,3,50,9,8,23,3,2,50,8,8,33,0,1,50,8,8,33,0,1,30,10,12,30,10,8,7,10,10,10,8,7,8,9,10,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
32.8037500970379,0,1,1,21,22,16,19,20,-0.1,1,23,2,20,20,20,15,5,20,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,30,6,34,63,26908,2,7,2,159,7,2,92,4,10,2,2,5,5,4,7,5,4,7,4,3,4,5,5,2,1,6,-1,20,20,20,20,10,10,50,10,10,20,5,5,20,20,10,20,25,5,8,8,8,9,6,8,5,7,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,3,3,35,5,20,20,5,15,20,15,20,15,15,15,20,20,15,15,15,15,10,20,10,20,30,10,9,7,9,8,7,9,5,7,9,6,1,1,1,1,-1,20,20,20,20,10,10,20,20,20,20,10,10,30,10,20,20,10,10,20,20,20,20,10,10,9,9,9,9,9,9,5,7,10,4
6.61731489422537,1,1,1,15,18,2,14,7,0.47,1,21,2,20,30,20,20,0,10,1,7,10,10,2,8,3,7,7,2,15,35,9,205,1,0,2,1,2,86,1,1,73,7,10,1,4,8,8,8,8,2,5,5,1,8,8,10,10,7,3,9,-1,35,0,25,20,0,20,30,10,20,20,0,20,25,10,30,10,0,25,8,5,7,10,5,8,7,10,5,6,7,5,7,7,7,3,6,7,2,6,55,0,20,20,0,5,8,5,10,7,5,2,3,3,70,0,10,20,0,0,50,0,25,20,0,5,30,10,20,25,0,15,20,20,20,20,0,20,8,5,10,7,5,8,7,10,5,6,1,0,0,-1,-1,60,0,20,20,0,0,70,0,10,20,0,0,30,10,20,20,0,20,20,20,20,20,0,20,8,2,10,8,5,8,5,10,6,7
14.7402297040634,1,0,0,10,9,6,6,8,0.6,0,25,6,20,20,20,20,10,10,0,5,8,7,6,6,5,5,9,2,18,63,11,36,63,26908,2,6,7,27,1,3,69,7,3,3,5,8,8,7,8,1,6,9,6,8,8,6,7,1,8,7,-1,10,25,20,20,5,20,20,15,15,15,20,15,20,20,15,20,10,15,7,9,7,9,4,7,10,8,7,7,7,8,9,7,8,7,7,5,0,1,10,20,20,20,10,20,7,9,9,7,4,7,1,1,-1,-1,-1,-1,-1,-1,10,20,20,20,10,20,15,15,15,15,25,15,25,20,15,20,10,10,8,9,8,7,4,7,9,8,6,6,0,0,0,0,-1,15,20,20,15,10,20,10,25,25,25,5,10,15,20,15,15,25,10,20,20,15,20,5,20,8,9,9,7,4,8,9,9,8,7
0.306320688531953,1,1,1,11,21,2,2,6,0.47,0,23,4,16,16,19,17,14,18,1,6,6,7,5,5,6,6,7,2,11,242,4,99,1,0,2,2,6,200,1,5,281,2,4,4,2,4,7,5,8,1,2,6,2,6,8,7,5,3,9,2,-1,20,20,20,15,5,20,35,20,1,19,1,24,25,10,10,25,20,10,7,8,6,8,5,7,7,9,4,7,7,9,10,6,9,9,8,7,0,3,20,15,20,15,15,20,7,9,8,7,4,3,3,3,-1,-1,-1,-1,-1,-1,15,20,20,15,10,20,30,15,10,15,10,20,15,20,15,20,15,15,6,8,7,6,5,6,6,9,4,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-33.2164432809128,0,0,1,7,16,16,16,8,-0.14,0,23,2,19.05,19.05,19.05,19.05,9.52,14.29,1,9,8,8,7,6,5,7,4,2,12,45,9,1,1,0,4,5,4,62,110,1,43,7,8,7,8,8,6,6,9,2,9,7,4,6,7,5,6,6,3,4,-1,142.9,163.3,163.3,183.7,183.7,163.3,80,80,70,70,60,60,232.6,162.8,139.5,162.8,139.5,162.8,70,80,90,80,90,-10,-10,-10,-10,-10,2,3,3,2,3,1,1,3,0,2,145.8,166.7,166.7,166.7,187.5,166.7,70,80,80,90,90,2,2,2,-10,-10,-10,-10,-10,-10,145.8,166.7,166.7,187.5,187.5,145.8,80,80,80,70,70,80,219.5,146.3,146.3,170.7,146.3,170.7,70,80,80,90,90,-10,-10,-10,-10,-10,-1,-1,-1,-1,-1,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
19.5159841444704,1,0,1,21,22,15,15,3,0.36,1,22,4,20,5,25,25,5,20,0,5,7,8,4,6,6,5,1,2,7,88,6,132,1,0,4,2,3,100,1,3,49,7,6,5,5,7,8,10,10,3,9,8,5,8,9,9,10,7,8,6,-1,20,10,10,30,15,15,60,5,10,10,5,10,60,5,10,10,5,10,8,4,10,8,8,7,2,7,9,7,4,4,7,5,3,3,5,5,0,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,2,30,5,15,15,5,30,20,10,10,20,20,20,30,10,20,20,10,10,40,5,10,20,5,20,8,7,8,9,9,7,7,8,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-10.4242453492187,0,0,0,3,10,8,-1,2,-1,0,28,2,50,10,30,10,0,0,0,5,8,6,6,-1,4,6,4,2,1,1,1,1,1,0,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,4,6,6,6,4,6,8,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10.9621140362286,1,1,0,16,6,4,7,5,0.58,1,28,2,5,30,20,10,5,30,0,1,3,7,1,9,2,3,1,2,8,176,9,83,62,26720,2,4,8,153,1,1,190,13,7,2,7,8,6,4,3,2,6,5,3,7,6,6,6,4,2,7,-1,25,7,35,20,8,5,60,5,5,20,5,5,30,3,40,4,20,3,8,8,8,10,9,7,6,10,6,8,6,7,6,6,4,8,6,4,2,2,25,7,35,15,8,7,8,7,10,8,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-7.4355511058481,0,1,0,3,10,2,-1,3,0.16,0,24,4,5,15,45,25,0,10,0,3,7,4,2,3,2,3,5,2,8,151,2,1,1,0,6,3,4,186,121,3,32,1,8,2,8,7,7,7,7,5,9,8,8,5,7,6,8,5,5,5,1,20,20,20,20,10,10,-1,-1,-1,-1,-1,-1,15,15,15,20,20,15,7,7,8,8,8,-1,-1,-1,-1,-1,5,6,6,7,6,5,5,5,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,3,3,-1,-1,-1,-1,-1,-1,20,20,15,20,5,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,7,8,7,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-22.969766310314,0,0,1,7,16,8,8,5,0.56,1,27,2,20.51,23.08,20.51,17.95,2.56,15.38,1,9,10,9,9,-1,9,9,7,2,15,123,8,1,1,0,2,3,4,169,204,2,258,2,5,1,3,5,3,3,9,1,5,7,1,1,7,5,4,2,10,5,-1,120,200,200,200,140,140,70,70,60,50,50,50,250,150,150,150,150,150,70,90,80,90,80,-10,-10,-10,-10,-10,8,7,6,7,6,7,7,5,0,1,127.7,212.8,191.5,170.2,148.9,148.9,80,100,80,80,80,6,1,2,-10,-10,-10,-10,-10,-10,140,180,180,180,160,160,90,40,40,70,70,70,238.1,119,142.9,166.7,166.7,166.7,60,90,90,80,70,-10,-10,-10,-10,-10,1,1,1,1,-1,108.7,195.7,173.9,195.7,152.2,173.9,-10,-10,-10,-10,-10,-10,100,60,70,70,70,70,90,70,70,70,80,-10,60,60,70,70,70,-10,-10,-10,-10,-10
-35.6431913818311,1,0,1,9,20,20,20,16,0.13,0,23,2,17.02,21.28,17.02,21.28,14.89,8.51,0,7,8,8,7,8,6,7,6,2,12,136,14,1,1,0,1,7,4,156,61,2,82,7,3,2,6,8,5,5,6,8,8,3,6,7,8,7,10,3,3,7,-1,130.4,217.4,173.9,173.9,152.2,152.2,70,70,80,70,80,80,209.3,139.5,139.5,186,139.5,186,70,90,80,70,80,-10,-10,-10,-10,-10,6,5,5,6,5,5,-1,-1,-1,0,130.4,195.7,152.2,195.7,152.2,173.9,70,90,70,90,80,-1,-1,-1,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-1,-1,-1,-1,-1,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
